mon,tue,wed,thu,fri,sat,sun,allWeekDays,bucket
0.03630064768790481,0.04312709539774459,0.0350076103500761,0.03625922887612797,0.036783854166666664,0.033494313756036766,0.035211267605633804,0.03660510387335654,0.1
0.06604280125795813,0.06753639328613475,0.06405782652043869,0.061815266767613786,0.06477093206951026,0.05386840202458424,0.05745418524021793,0.06235961840357445,0.33052983961796534
0.07805379746835443,0.08104996546166245,0.08047730431540052,0.0773444820875081,0.07637544034379092,0.06952764767817594,0.06982732505301424,0.07617843154107781,1.092499748778779
0.085617146915244,0.08539489155031935,0.08526212600597569,0.08420339151685498,0.08140253610294255,0.07432896210397023,0.07765330022293084,0.08199288400660192,3.611037667465174
0.08425614067344739,0.08375078902483246,0.08260403761622806,0.08094798399507541,0.07896253868112914,0.07494654921748055,0.0782760150244371,0.08051319115023388,11.935557010816954
0.07652534335593102,0.07491333585540792,0.07388877906357871,0.07222555009783954,0.07086331795251871,0.06928188449085854,0.07129161702069381,0.07273049831089205,39.45057744536409
0.05516368240188099,0.044407205697528276,0.05578684429641965,0.05033022090639945,0.05584937592553416,0.05664568678267309,0.05345699831365936,0.053238462187473634,130.39593035852323
0.05464833118464403,0.05344958301743745,0.05640740446492413,0.059499908742471255,0.056714530840783886,0.04896167482694581,0.04790694114946047,0.0538052443962484,430.9974594823805
0.041766467065868264,0.047021943573667714,0.05099293167283743,0.04266815725731321,0.03887605850654349,0.038408542886668964,0.03890017184814873,0.04269896026825561,1424.5752115846174
0.0471341874578557,0.05244928253339931,0.043825561312607945,0.04829890643985419,0.044777321414190226,0.041783162472817645,0.042994079503806036,0.04595799920437177,4708.64616208793
